id,level,prompt,expected_table_count,expected_joins,status,before_status,readiness_status,readiness_reason,live_status,live_reason,model_calls,seconds
P06623,4,"Temmuz 2023 dönemindeki toptan satış satırı sayısı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.022
P06624,4,"Temmuz 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış satırı sayısı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0207
P06625,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Temmuz 2023 perakende satış satırı sayısı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0199
P06626,4,"Temmuz 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında net satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0219
P06627,4,"Temmuz 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında net satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0212
P06628,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Temmuz 2023 net satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0213
P06629,4,"Temmuz 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan net satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0224
P06630,4,"Temmuz 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan net satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0218
P06631,4,"Temmuz 2023 dönemindeki toptan net satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0224
P06632,4,"Temmuz 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende net satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0224
P06633,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Temmuz 2023 perakende net satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0478
P06634,4,"Temmuz 2023 dönemindeki perakende net satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0223
P06635,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satılan adet nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0194
P06636,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ağustos 2023 satılan adet hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0198
P06637,4,"Ağustos 2023 dönemindeki satılan adet bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0208
P06638,4,"Ağustos 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satılan adet göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0201
P06639,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ağustos 2023 toptan satılan adet hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0192
P06640,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satılan adet nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0202
P06641,4,"Ağustos 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satılan adet göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0199
P06642,4,"Ağustos 2023 dönemindeki perakende satılan adet bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.021
P06643,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0192
P06644,4,"Ağustos 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0192
P06645,4,"Ağustos 2023 dönemindeki satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0201
P06646,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0196
P06647,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ağustos 2023 toptan satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0204
P06648,4,"Ağustos 2023 dönemindeki toptan satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0211
P06649,4,"Ağustos 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0216
P06650,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ağustos 2023 perakende satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0195
P06651,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış satırı sayısı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0205
P06652,4,"Ağustos 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış satırı sayısı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0198
P06653,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ağustos 2023 satış satırı sayısı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.019
P06654,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satış satırı sayısı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.022
P06655,4,"Ağustos 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satış satırı sayısı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0248
P06656,4,"Ağustos 2023 dönemindeki toptan satış satırı sayısı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0237
P06657,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış satırı sayısı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0246
P06658,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ağustos 2023 perakende satış satırı sayısı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.022
P06659,4,"Ağustos 2023 dönemindeki perakende satış satırı sayısı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0218
P06660,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında net satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0233
P06661,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ağustos 2023 net satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0219
P06662,4,"Ağustos 2023 dönemindeki net satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0225
P06663,4,"Ağustos 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan net satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0231
P06664,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ağustos 2023 toptan net satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0224
P06665,4,"Ağustos 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende net satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0301
P06666,4,"Ağustos 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende net satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0271
P06667,4,"Ağustos 2023 dönemindeki perakende net satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0245
P06668,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satılan adet nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0218
P06669,4,"Eylül 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında satılan adet göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0213
P06670,4,"Eylül 2023 dönemindeki satılan adet bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0209
P06671,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satılan adet nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.023
P06672,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Eylül 2023 toptan satılan adet hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0226
P06673,4,"Eylül 2023 dönemindeki toptan satılan adet bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0226
P06674,4,"Eylül 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satılan adet göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0221
P06675,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Eylül 2023 perakende satılan adet hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0234
P06676,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0206
P06677,4,"Eylül 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0204
P06678,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Eylül 2023 satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0205
P06679,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0202
P06680,4,"Eylül 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0194
P06681,4,"Eylül 2023 dönemindeki toptan satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.02
P06682,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0207
P06683,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Eylül 2023 perakende satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0201
P06684,4,"Eylül 2023 dönemindeki perakende satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0201
P06685,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış satırı sayısı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0199
P06686,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Eylül 2023 satış satırı sayısı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0196
P06687,4,"Eylül 2023 dönemindeki satış satırı sayısı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0205
P06688,4,"Eylül 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satış satırı sayısı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0199
P06689,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Eylül 2023 toptan satış satırı sayısı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.02
P06690,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış satırı sayısı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0202
P06691,4,"Eylül 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış satırı sayısı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0198
P06692,4,"Eylül 2023 dönemindeki perakende satış satırı sayısı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0473
P06693,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında net satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0214
P06694,4,"Eylül 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında net satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0207
P06695,4,"Eylül 2023 dönemindeki net satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0214
P06696,4,"Eylül 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan net satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0215
P06697,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Eylül 2023 toptan net satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0214
P06698,4,"Eylül 2023 dönemindeki toptan net satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0221
P06699,4,"Eylül 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende net satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0217
P06700,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Eylül 2023 perakende net satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0216
P06701,4,"Ekim 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satılan adet nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0191
P06702,4,"Ekim 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında satılan adet göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0195
P06703,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ekim 2023 satılan adet hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0196
P06704,4,"Ekim 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satılan adet nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0196
P06705,4,"Ekim 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satılan adet göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0191
P06706,4,"Ekim 2023 dönemindeki toptan satılan adet bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0206
P06707,4,"Ekim 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satılan adet nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0197
P06708,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ekim 2023 perakende satılan adet hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0192
P06709,4,"Ekim 2023 dönemindeki perakende satılan adet bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0199
P06710,4,"Ekim 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0205
P06711,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ekim 2023 satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0212
P06712,4,"Ekim 2023 dönemindeki satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0204
P06713,4,"Ekim 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0215
P06714,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ekim 2023 toptan satış tutarı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0211
P06715,4,"Ekim 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0197
P06716,4,"Ekim 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0192
P06717,4,"Ekim 2023 dönemindeki perakende satış tutarı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0205
P06718,4,"Ekim 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış satırı sayısı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0269
P06719,4,"Ekim 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında satış satırı sayısı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0223
P06720,4,"Ekim 2023 dönemindeki satış satırı sayısı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0204
P06721,4,"Ekim 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında toptan satış satırı sayısı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0205
P06722,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ekim 2023 toptan satış satırı sayısı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0197
P06723,4,"Ekim 2023 dönemindeki toptan satış satırı sayısı bilgisini müşteri, ürün, ödeme planı ve satış temsilcisi bazında raporla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0201
P06724,4,"Ekim 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında perakende satış satırı sayısı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0204
P06725,4,"Müşteri, ürün, ödeme planı ve satış temsilcisi bazında Ekim 2023 perakende satış satırı sayısı hesapla.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0202
P06726,4,"Ekim 2023 müşteri, ürün, ödeme planı ve satış temsilcisi bazında net satış tutarı nedir?",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0213
P06727,4,"Ekim 2023 için müşteri, ürün, ödeme planı ve satış temsilcisi bazında net satış tutarı göster.",6,5,PASS,NOT_TESTED_MODEL_FALLBACK,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0207
